frame,xmin,xmax,ymin,ymax,class_id
1479499637550213191.jpg,225,252,127,161,2
1479499637550213191.jpg,251,265,144,157,1
1479499638050270519.jpg,89,111,147,160,1
1479499638050270519.jpg,132,166,140,167,1
1479499638050270519.jpg,200,210,146,156,1
1479499638050270519.jpg,228,254,128,159,2
1479499638050270519.jpg,255,265,144,156,1
1479499639029696750.jpg,57,89,144,162,1
1479499639029696750.jpg,108,155,136,170,1
1479499639029696750.jpg,199,208,146,155,1
1479499639029696750.jpg,232,256,127,157,2
1479499639029696750.jpg,257,273,144,155,1
1479499639550346708.jpg,30,68,139,164,1
1479499639550346708.jpg,88,142,134,175,1
1479499639550346708.jpg,198,208,143,151,1
1479499639550346708.jpg,234,254,126,153,2
1479499639550346708.jpg,259,277,139,153,1
1479499640050434884.jpg,1,40,142,169,1
1479499640050434884.jpg,56,127,134,178,1
1479499640050434884.jpg,198,209,145,152,1
1479499640050434884.jpg,235,254,128,153,2
1479499640050434884.jpg,255,264,141,150,1
1479499640050434884.jpg,264,281,140,153,1
1479499641050687309.jpg,0,58,126,203,1
1479499641050687309.jpg,194,206,146,155,1
1479499641050687309.jpg,233,255,129,155,2
1479499641050687309.jpg,257,269,143,153,1
1479499641050687309.jpg,268,291,140,159,1
1479499641050687309.jpg,313,330,137,151,1
1479499642052368441.jpg,188,201,148,160,1
1479499642052368441.jpg,236,256,133,156,2
1479499642052368441.jpg,260,271,144,157,1
1479499642052368441.jpg,273,284,145,163,1
1479499642052368441.jpg,277,306,142,167,1
1479499642052368441.jpg,330,362,139,156,1
1479499643030758657.jpg,176,193,146,158,1
1479499643030758657.jpg,209,219,140,149,1
1479499643030758657.jpg,237,255,130,152,2
1479499643030758657.jpg,251,260,138,147,1
1479499643030758657.jpg,264,284,134,157,1
1479499643030758657.jpg,285,316,143,166,1
1479499643030758657.jpg,294,340,136,173,1
1479499643030758657.jpg,345,406,136,154,1
1479499643549856658.jpg,168,187,147,162,1
1479499643549856658.jpg,206,219,142,153,1
1479499643549856658.jpg,226,236,141,150,1
1479499643549856658.jpg,236,256,130,154,2
1479499643549856658.jpg,266,288,137,160,1
1479499643549856658.jpg,293,319,140,174,1
1479499643549856658.jpg,307,372,136,184,1
1479499643549856658.jpg,366,439,133,161,1
1479499644553054659.jpg,144,169,148,164,1
1479499644553054659.jpg,200,213,140,151,1
1479499644553054659.jpg,220,233,141,151,1
1479499644553054659.jpg,237,253,131,151,2
1479499644553054659.jpg,252,261,138,147,1
1479499644553054659.jpg,271,301,134,162,1
1479499644553054659.jpg,295,317,136,147,1
1479499644553054659.jpg,337,423,141,201,1
1479499644553054659.jpg,366,457,119,149,1
1479499644553054659.jpg,396,478,123,255,1
1479499645553122414.jpg,95,142,149,173,1
1479499645553122414.jpg,192,208,139,152,1
1479499645553122414.jpg,212,227,141,152,1
1479499645553122414.jpg,235,254,127,151,2
1479499645553122414.jpg,251,262,135,148,1
1479499645553122414.jpg,281,332,130,174,1
1479499645553122414.jpg,348,400,130,145,1
1479499646053340940.jpg,51,112,153,183,1
1479499646053340940.jpg,190,206,142,152,1
1479499646053340940.jpg,204,223,141,154,1
1479499646053340940.jpg,221,230,140,149,1
1479499646053340940.jpg,235,252,130,153,2
1479499646053340940.jpg,251,261,137,148,1
1479499646053340940.jpg,292,362,128,182,1
1479499646053340940.jpg,371,437,128,154,1
1479499647053106243.jpg,165,180,142,152,1
1479499647053106243.jpg,177,209,138,161,1
1479499647053106243.jpg,210,227,140,152,1
1479499647053106243.jpg,235,252,129,149,2
1479499647053106243.jpg,251,262,137,148,1
1479499647053106243.jpg,269,278,137,151,3
1479499647053106243.jpg,312,360,133,151,1
1479499647053106243.jpg,362,479,90,255,1
1479499647554160282.jpg,129,187,137,180,1
1479499647554160282.jpg,200,221,139,153,1
1479499647554160282.jpg,218,228,140,148,1
1479499647554160282.jpg,232,250,129,150,2
1479499647554160282.jpg,249,262,134,149,1
1479499647554160282.jpg,269,279,137,149,3
1479499647554160282.jpg,309,322,132,150,1
1479499647554160282.jpg,317,372,132,152,1
1479499647554160282.jpg,378,391,126,147,3
1479499648553403505.jpg,129,147,145,154,1
1479499648553403505.jpg,146,163,140,160,1
1479499648553403505.jpg,162,199,139,164,1
1479499648553403505.jpg,199,209,142,151,1
1479499648553403505.jpg,209,219,141,151,1
1479499648553403505.jpg,220,226,142,148,1
1479499648553403505.jpg,230,245,132,151,2
1479499648553403505.jpg,249,261,137,150,1
1479499648553403505.jpg,273,282,138,153,3
1479499648553403505.jpg,327,351,131,154,1
1479499648553403505.jpg,341,418,126,156,1
1479499649551073915.jpg,0,18,164,239,1
1479499649551073915.jpg,100,140,141,172,1
1479499649551073915.jpg,138,149,150,160,1
1479499649551073915.jpg,190,209,142,156,1
1479499649551073915.jpg,215,225,142,152,1
1479499649551073915.jpg,229,246,132,153,2
1479499649551073915.jpg,252,266,137,154,1
1479499649551073915.jpg,283,289,139,156,3
1479499649551073915.jpg,370,404,126,155,1
1479499649551073915.jpg,385,411,134,159,1
1479499649551073915.jpg,412,479,119,165,1
1479499650530609255.jpg,0,75,137,202,1
1479499650530609255.jpg,71,123,147,172,1
1479499650530609255.jpg,138,180,140,163,1
1479499650530609255.jpg,187,202,144,155,1
1479499650530609255.jpg,207,221,142,153,1
1479499650530609255.jpg,231,247,130,153,2
1479499650530609255.jpg,253,274,134,155,1
1479499650530609255.jpg,292,303,135,159,3
1479499650530609255.jpg,302,314,138,153,1
1479499650530609255.jpg,313,360,130,148,1
1479499650530609255.jpg,447,479,119,164,1
1479499651031068183.jpg,30,96,145,170,1
1479499651031068183.jpg,92,145,140,161,1
1479499651031068183.jpg,182,198,141,155,1
1479499651031068183.jpg,200,218,138,155,1
1479499651031068183.jpg,229,248,129,151,2
1479499651031068183.jpg,247,255,140,149,1
1479499651031068183.jpg,254,277,131,155,1
1479499651031068183.jpg,299,308,136,155,3
1479499651031068183.jpg,311,327,129,148,1
1479499651031068183.jpg,323,342,127,144,1
1479499651550878290.jpg,2,69,149,180,1
1479499651550878290.jpg,32,90,143,168,1
1479499651550878290.jpg,175,195,143,158,1
1479499651550878290.jpg,189,211,141,159,1
1479499651550878290.jpg,231,246,131,151,2
1479499651550878290.jpg,247,258,139,150,1
1479499651550878290.jpg,259,286,131,157,1
1479499651550878290.jpg,309,321,135,162,3
1479499651550878290.jpg,323,351,134,154,1
1479499651550878290.jpg,340,365,127,147,1
1479499652051067764.jpg,0,18,161,186,1
1479499652051067764.jpg,167,201,139,166,1
1479499652051067764.jpg,198,208,142,152,1
1479499652051067764.jpg,233,250,131,150,2
1479499652051067764.jpg,251,260,141,150,1
1479499652051067764.jpg,263,293,130,158,1
1479499652051067764.jpg,326,333,134,162,3
1479499652051067764.jpg,343,378,132,153,1
1479499652051067764.jpg,364,396,121,150,1
1479499652551305914.jpg,116,172,134,179,1
1479499652551305914.jpg,169,187,142,157,1
1479499652551305914.jpg,193,206,142,154,1
1479499652551305914.jpg,235,250,131,149,2
1479499652551305914.jpg,253,262,141,150,1
1479499652551305914.jpg,267,303,126,162,1
1479499652551305914.jpg,344,356,135,167,3
1479499652551305914.jpg,371,405,134,157,1
1479499652551305914.jpg,401,440,115,154,1
1479499653051440074.jpg,0,45,128,239,1
1479499653051440074.jpg,156,181,145,164,1
1479499653051440074.jpg,192,205,145,155,1
1479499653051440074.jpg,236,250,133,151,2
1479499653051440074.jpg,255,265,143,152,1
1479499653051440074.jpg,274,322,125,170,1
1479499653051440074.jpg,369,389,129,175,3
1479499653051440074.jpg,415,469,116,170,1
1479499653051440074.jpg,464,479,112,165,1
1479499654053273412.jpg,120,162,143,171,1
1479499654053273412.jpg,182,200,144,156,1
1479499654053273412.jpg,237,251,131,152,2
1479499654053273412.jpg,257,272,142,154,1
1479499654053273412.jpg,301,415,99,200,1
1479499654553663452.jpg,10,31,142,162,1
1479499654553663452.jpg,92,142,144,176,1
1479499654553663452.jpg,176,193,144,157,1
1479499654553663452.jpg,237,251,133,150,2
1479499654553663452.jpg,259,272,142,152,1
1479499654553663452.jpg,348,478,42,254,1
1479499655054525363.jpg,36,115,143,183,1
1479499655054525363.jpg,166,188,141,159,1
1479499655054525363.jpg,235,253,130,150,2
1479499655054525363.jpg,260,276,139,154,1
1479499655054525363.jpg,386,457,127,155,1
1479499656051612037.jpg,139,169,143,166,1
1479499656051612037.jpg,226,234,142,149,1
1479499656051612037.jpg,237,250,131,148,2
1479499656051612037.jpg,266,284,141,156,1
1479499656553939268.jpg,118,157,142,170,1
1479499656553939268.jpg,235,251,130,150,2
1479499656553939268.jpg,267,292,139,159,1
1479499657053953563.jpg,83,136,143,177,1
1479499657053953563.jpg,224,231,143,150,1
1479499657053953563.jpg,237,251,133,151,2
1479499657053953563.jpg,273,299,141,163,1
1479499658054102072.jpg,0,40,143,202,1
1479499658054102072.jpg,219,228,144,152,1
1479499658054102072.jpg,236,252,133,152,2
1479499658054102072.jpg,291,336,138,174,1
1479499659031685624.jpg,210,222,142,152,1
1479499659031685624.jpg,219,228,140,150,1
1479499659031685624.jpg,224,232,138,147,1
1479499659031685624.jpg,236,250,132,150,2
1479499659031685624.jpg,347,479,134,219,1
1479499659537965039.jpg,200,216,142,155,1
1479499659537965039.jpg,213,224,142,152,1
1479499659537965039.jpg,219,229,138,150,1
1479499659537965039.jpg,234,248,132,152,2
1479499660051648703.jpg,189,209,142,158,1
1479499660051648703.jpg,206,220,142,154,1
1479499660051648703.jpg,215,227,138,151,1
1479499660051648703.jpg,233,249,133,153,2
1479499661051689341.jpg,117,171,139,177,1
1479499661051689341.jpg,182,205,139,159,1
1479499661051689341.jpg,207,221,135,151,1
1479499661051689341.jpg,232,248,131,151,2
1479499661551951522.jpg,1,67,134,235,1
1479499661551951522.jpg,152,190,140,168,1
1479499661551951522.jpg,200,218,136,156,1
1479499661551951522.jpg,230,249,130,154,2
1479499662051984478.jpg,77,153,132,189,1
1479499662051984478.jpg,191,214,132,158,1
1479499662051984478.jpg,217,226,143,151,1
1479499662051984478.jpg,231,250,130,154,2
1479499662552039457.jpg,179,206,132,161,1
1479499662552039457.jpg,205,213,145,153,1
1479499662552039457.jpg,213,225,144,152,1
1479499662552039457.jpg,231,250,130,154,2
1479499663552138381.jpg,97,166,113,174,1
1479499663552138381.jpg,203,218,137,149,1
1479499663552138381.jpg,230,252,123,150,2
1479499664552307241.jpg,179,203,139,158,1
1479499664552307241.jpg,203,209,141,149,1
1479499664552307241.jpg,217,257,120,154,1
1479499664552307241.jpg,390,433,129,146,1
1479499665552935540.jpg,77,152,138,189,1
1479499665552935540.jpg,183,248,118,161,2
1479499665552935540.jpg,425,457,132,147,1
1479499666552389163.jpg,100,208,111,167,2
1479499666552389163.jpg,222,232,141,151,1
1479499667552233382.jpg,1,60,100,181,2
1479499667552233382.jpg,164,184,146,160,1
1479499667552233382.jpg,181,196,144,157,1
1479499667552233382.jpg,217,229,143,151,1
1479499668052429852.jpg,150,177,144,165,1
1479499668052429852.jpg,172,190,145,160,1
1479499668052429852.jpg,214,226,143,154,1
1479499668052429852.jpg,312,331,137,152,1
1479499668552435917.jpg,137,167,147,169,1
1479499668552435917.jpg,165,185,145,162,1
1479499668552435917.jpg,210,224,143,157,1
1479499668552435917.jpg,249,258,144,153,1
1479499668552435917.jpg,314,344,137,154,1
1479499669053244910.jpg,120,154,147,171,1
1479499669053244910.jpg,159,180,147,164,1
1479499669053244910.jpg,208,223,145,158,1
1479499669053244910.jpg,251,261,145,153,1
1479499669053244910.jpg,340,373,138,155,1
1479499670052587935.jpg,46,112,146,186,1
1479499670052587935.jpg,130,161,146,168,1
1479499670052587935.jpg,188,213,142,160,1
1479499670052587935.jpg,256,265,141,149,1
1479499670052587935.jpg,358,386,129,154,1
1479499670052587935.jpg,378,443,129,151,1
1479499671052873013.jpg,61,99,144,182,1
1479499671052873013.jpg,75,163,137,197,1
1479499671052873013.jpg,260,272,142,152,1
1479499671052873013.jpg,441,479,126,168,1
1479499672053166155.jpg,231,239,143,150,1
1479499672053166155.jpg,264,279,144,155,1
1479499672053166155.jpg,328,360,132,155,1
1479499673052612337.jpg,230,237,141,149,1
1479499673052612337.jpg,262,272,143,151,1
1479499673052612337.jpg,271,287,142,155,1
1479499673052612337.jpg,365,393,129,154,1
1479499673052612337.jpg,388,441,128,158,1
1479499673553431303.jpg,225,237,141,151,1
1479499673553431303.jpg,262,275,142,152,1
1479499673553431303.jpg,272,292,142,159,1
1479499673553431303.jpg,398,437,124,162,1
1479499673553431303.jpg,433,479,126,159,1
1479499674055459280.jpg,222,233,140,151,1
1479499674055459280.jpg,231,240,140,150,1
1479499674055459280.jpg,266,277,141,152,1
1479499674055459280.jpg,275,303,141,161,1
1479499674055459280.jpg,456,479,119,162,1
1479499675052862909.jpg,210,227,138,154,1
1479499675052862909.jpg,223,233,141,151,1
1479499675052862909.jpg,265,283,143,157,1
1479499675052862909.jpg,289,331,140,173,1
1479499675552984043.jpg,200,221,138,155,1
1479499675552984043.jpg,216,227,140,149,1
1479499675552984043.jpg,228,234,141,148,1
1479499675552984043.jpg,265,287,142,157,1
1479499675552984043.jpg,302,364,139,178,1
1479499676552989656.jpg,150,194,131,171,1
1479499676552989656.jpg,207,223,138,152,1
1479499676552989656.jpg,274,302,140,161,1
1479499676552989656.jpg,293,321,137,146,1
1479499676552989656.jpg,408,479,134,230,1
1479499677553116502.jpg,161,180,142,152,1
1479499677553116502.jpg,180,210,134,160,1
1479499677553116502.jpg,211,225,140,153,1
1479499677553116502.jpg,290,340,140,175,1
1479499677553116502.jpg,354,370,134,156,1
1479499678532857608.jpg,28,158,119,209,1
1479499678532857608.jpg,154,169,145,154,1
1479499678532857608.jpg,176,197,141,152,1
1479499678532857608.jpg,198,218,143,157,1
1479499678532857608.jpg,315,367,135,152,1
1479499678532857608.jpg,362,479,136,229,1
1479499678532857608.jpg,451,479,124,140,1
1479499679055379165.jpg,67,120,141,160,1
1479499679055379165.jpg,145,163,146,155,1
1479499679055379165.jpg,171,197,141,154,1
1479499679055379165.jpg,183,211,144,164,1
1479499679055379165.jpg,327,389,136,155,1
1479499679555599204.jpg,44,94,139,160,1
1479499679555599204.jpg,131,153,144,154,1
1479499679555599204.jpg,152,193,141,169,1
1479499679555599204.jpg,194,205,145,154,1
1479499679555599204.jpg,208,216,145,151,1
1479499679555599204.jpg,285,298,140,151,1
1479499679555599204.jpg,347,417,133,155,1
1479499680534135395.jpg,1,19,146,170,1
1479499680534135395.jpg,93,124,141,156,1
1479499680534135395.jpg,153,182,136,150,1
1479499680534135395.jpg,184,201,141,155,1
1479499680534135395.jpg,299,319,134,151,1
1479499680534135395.jpg,426,479,114,156,1
1479499681038585898.jpg,71,115,143,157,1
1479499681038585898.jpg,106,121,142,154,1
1479499681038585898.jpg,109,126,142,149,1
1479499681038585898.jpg,146,178,135,150,1
1479499681038585898.jpg,179,196,143,155,1
1479499681038585898.jpg,193,200,142,152,1
1479499681038585898.jpg,307,330,134,151,1
1479499681555399293.jpg,40,90,144,159,1
1479499681555399293.jpg,79,99,142,159,1
1479499681555399293.jpg,93,111,142,149,1
1479499681555399293.jpg,137,173,135,154,1
1479499681555399293.jpg,171,188,144,157,1
1479499681555399293.jpg,187,195,143,154,1
1479499681555399293.jpg,199,209,144,151,1
1479499681555399293.jpg,315,364,134,155,1
1479499682056196139.jpg,0,59,143,166,1
1479499682056196139.jpg,42,74,143,162,1
1479499682056196139.jpg,79,96,142,156,1
1479499682056196139.jpg,121,164,135,155,1
1479499682056196139.jpg,158,181,143,160,1
1479499682056196139.jpg,176,188,144,156,1
1479499682056196139.jpg,193,206,143,153,1
1479499682056196139.jpg,329,380,133,156,1
1479499683055651144.jpg,0,17,148,167,1
1479499683055651144.jpg,86,138,133,161,1
1479499683055651144.jpg,117,154,144,168,1
1479499683055651144.jpg,145,168,143,164,1
1479499683055651144.jpg,180,197,143,157,1
1479499683055651144.jpg,376,477,124,167,1
1479499683555846377.jpg,58,123,131,159,1
1479499683555846377.jpg,85,131,146,173,1
1479499683555846377.jpg,125,152,144,167,1
1479499683555846377.jpg,173,189,144,155,1
1479499683555846377.jpg,214,221,143,148,1
1479499683555846377.jpg,439,479,119,173,1
1479499684553813306.jpg,0,17,160,196,1
1479499684553813306.jpg,2,60,126,160,1
1479499684553813306.jpg,14,85,144,187,1
1479499684553813306.jpg,149,170,145,159,1
1479499684553813306.jpg,173,185,142,154,1
1479499685053816130.jpg,0,42,143,167,1
1479499685053816130.jpg,132,158,145,163,1
1479499685053816130.jpg,165,180,142,157,1
1479499685053816130.jpg,251,267,141,147,1
1479499685053816130.jpg,319,345,135,145,1
1479499685553942493.jpg,108,142,148,169,1
1479499685553942493.jpg,156,174,145,158,1
1479499685553942493.jpg,245,260,143,149,1
1479499685553942493.jpg,330,359,134,146,1
1479499686555192965.jpg,2,74,148,187,1
1479499686555192965.jpg,131,151,145,162,1
1479499686555192965.jpg,237,247,143,150,1
1479499686555192965.jpg,351,395,135,150,1
1479499687554811230.jpg,23,54,141,153,1
1479499687554811230.jpg,77,114,142,169,1
1479499687554811230.jpg,108,133,145,156,1
1479499687554811230.jpg,233,241,142,150,1
1479499687554811230.jpg,401,458,132,148,1
1479499688055014468.jpg,34,80,140,173,1
1479499688055014468.jpg,97,126,147,158,1
1479499688055014468.jpg,211,220,143,150,1
1479499688055014468.jpg,233,244,143,150,1
1479499688055014468.jpg,455,479,130,155,1
1479499689056298534.jpg,56,100,142,158,1
1479499689056298534.jpg,209,219,143,150,1
1479499689056298534.jpg,236,244,143,150,1
1479499690056000011.jpg,0,48,145,165,1
1479499690056000011.jpg,199,211,142,152,1
1479499690056000011.jpg,236,246,143,150,1
1479499690056000011.jpg,385,404,136,153,1
1479499691056533338.jpg,173,192,142,157,1
1479499691056533338.jpg,238,248,142,151,1
1479499691056533338.jpg,422,438,139,154,1
1479499691056533338.jpg,438,470,136,157,1
1479499692054094294.jpg,17,105,135,185,1
1479499692054094294.jpg,200,210,144,153,1
1479499692054094294.jpg,242,252,144,153,1
1479499693054216134.jpg,192,201,142,150,1
1479499693054216134.jpg,243,254,142,149,1
1479499694054240524.jpg,170,184,144,155,1
1479499694054240524.jpg,242,253,144,151,1
1479499695054558070.jpg,133,154,145,159,1
1479499695054558070.jpg,248,258,143,150,1
1479499695554725007.jpg,95,129,143,167,1
1479499695554725007.jpg,253,266,142,150,1
1479499696056730491.jpg,24,76,145,174,1
1479499696056730491.jpg,261,272,144,150,1
1479499697057491775.jpg,280,291,141,150,1
1479499698056843194.jpg,243,254,142,151,1
1479499698056843194.jpg,283,295,141,146,1
1479499698056843194.jpg,302,314,141,150,1
1479499699054787077.jpg,238,250,144,152,1
1479499699054787077.jpg,283,298,142,148,1
1479499699054787077.jpg,321,331,142,150,1
1479499699054787077.jpg,344,354,137,148,2
1479499700054722480.jpg,217,234,140,151,1
1479499700054722480.jpg,269,285,138,145,1
1479499700054722480.jpg,324,334,141,147,1
1479499700054722480.jpg,342,351,133,146,2
1479499700554735993.jpg,196,212,142,152,1
1479499700554735993.jpg,253,269,138,148,1
1479499700554735993.jpg,296,302,142,148,1
1479499700554735993.jpg,314,324,142,150,1
1479499700554735993.jpg,329,338,134,147,2
1479499700554735993.jpg,344,350,141,147,1
1479499701054903169.jpg,163,183,143,156,1
1479499701054903169.jpg,228,246,140,149,1
1479499701054903169.jpg,271,280,142,150,1
1479499701054903169.jpg,285,298,140,147,1
1479499701054903169.jpg,295,308,142,152,1
1479499701054903169.jpg,309,321,135,150,2
1479499701054903169.jpg,323,331,142,150,1
1479499702054526114.jpg,43,65,135,153,1
1479499702054526114.jpg,79,115,141,160,1
1479499702054526114.jpg,181,201,138,148,1
1479499702054526114.jpg,224,237,140,149,1
1479499702054526114.jpg,249,262,136,146,1
1479499702054526114.jpg,264,277,139,149,1
1479499702054526114.jpg,274,287,131,146,2
1479499702054526114.jpg,287,296,139,148,1
1479499703054753280.jpg,135,165,137,149,1
1479499703054753280.jpg,180,195,137,151,1
1479499703054753280.jpg,214,228,135,144,1
1479499703054753280.jpg,236,250,138,149,1
1479499703054753280.jpg,248,262,129,148,2
1479499703054753280.jpg,261,271,137,146,1
1479499703054753280.jpg,307,317,138,148,1
1479499703054753280.jpg,454,479,132,154,1
1479499704054923318.jpg,106,137,139,152,1
1479499704054923318.jpg,134,160,140,159,1
1479499704054923318.jpg,204,218,137,146,1
1479499704054923318.jpg,229,243,140,151,1
1479499704054923318.jpg,245,257,133,149,2
1479499704054923318.jpg,259,269,140,150,1
1479499704054923318.jpg,313,329,138,151,1
1479499704555009984.jpg,82,122,135,163,1
1479499704555009984.jpg,181,197,136,145,1
1479499704555009984.jpg,226,238,139,151,1
1479499704555009984.jpg,241,256,129,148,2
1479499704555009984.jpg,258,268,138,147,1
1479499704555009984.jpg,322,337,137,149,1
1479499705555016398.jpg,1,20,135,149,1
1479499705555016398.jpg,17,31,137,149,1
1479499705555016398.jpg,33,82,139,151,1
1479499705555016398.jpg,66,95,135,148,1
1479499705555016398.jpg,193,210,138,144,1
1479499705555016398.jpg,207,222,135,142,1
1479499705555016398.jpg,215,230,139,151,1
1479499705555016398.jpg,235,250,129,148,2
1479499705555016398.jpg,255,264,139,146,1
1479499705555016398.jpg,276,290,137,145,1
1479499705555016398.jpg,289,305,134,143,1
1479499705555016398.jpg,329,348,136,144,1
1479499705555016398.jpg,336,371,136,152,1
1479499706556117616.jpg,2,47,133,151,1
1479499706556117616.jpg,39,77,135,150,1
1479499706556117616.jpg,131,145,135,144,1
1479499706556117616.jpg,148,168,133,144,1
1479499706556117616.jpg,180,201,137,144,1
1479499706556117616.jpg,205,219,141,151,1
1479499706556117616.jpg,228,246,126,149,2
1479499706556117616.jpg,250,264,138,149,1
1479499706556117616.jpg,260,269,139,148,1
1479499706556117616.jpg,269,282,137,144,1
1479499706556117616.jpg,287,306,134,143,1
1479499706556117616.jpg,312,321,136,157,3
1479499706556117616.jpg,339,361,133,141,1
1479499706556117616.jpg,356,383,135,147,1
1479499706556117616.jpg,361,422,132,157,1
1479499707057445017.jpg,1,23,136,147,1
1479499707057445017.jpg,7,54,134,148,1
1479499707057445017.jpg,124,139,133,142,1
1479499707057445017.jpg,157,174,135,142,1
1479499707057445017.jpg,196,212,134,142,1
1479499707057445017.jpg,204,217,139,150,1
1479499707057445017.jpg,212,222,137,145,1
1479499707057445017.jpg,215,231,133,141,1
1479499707057445017.jpg,230,246,125,147,2
1479499707057445017.jpg,245,254,132,141,1
1479499707057445017.jpg,253,263,135,146,1
1479499707057445017.jpg,262,270,136,145,1
1479499707057445017.jpg,301,319,133,140,1
1479499707057445017.jpg,328,337,135,157,3
1479499707057445017.jpg,347,366,131,141,1
1479499707057445017.jpg,378,410,133,144,1
1479499707057445017.jpg,384,407,134,143,1
1479499707057445017.jpg,387,458,131,157,1
1479499707057445017.jpg,460,478,133,146,1
1479499708054692345.jpg,107,126,134,142,1
1479499708054692345.jpg,155,177,134,143,1
1479499708054692345.jpg,174,192,132,144,1
1479499708054692345.jpg,196,214,137,154,1
1479499708054692345.jpg,213,219,137,148,1
1479499708054692345.jpg,221,229,136,142,1
1479499708054692345.jpg,226,248,123,151,2
1479499708054692345.jpg,253,269,136,149,1
1479499708054692345.jpg,267,285,136,147,1
1479499708054692345.jpg,339,362,131,142,1
1479499708054692345.jpg,369,384,129,141,1
1479499708054692345.jpg,377,392,135,170,3
1479499708054692345.jpg,399,411,132,142,1
1479499708054692345.jpg,409,428,127,143,1
1479499708054692345.jpg,426,479,126,158,1
1479499708554918278.jpg,100,120,134,142,1
1479499708554918278.jpg,122,143,133,142,1
1479499708554918278.jpg,135,157,133,142,1
1479499708554918278.jpg,174,195,134,142,1
1479499708554918278.jpg,193,211,137,152,1
1479499708554918278.jpg,194,204,134,139,1
1479499708554918278.jpg,199,213,137,148,1
1479499708554918278.jpg,207,218,135,146,1
1479499708554918278.jpg,221,228,134,140,1
1479499708554918278.jpg,227,250,121,149,2
1479499708554918278.jpg,257,275,134,147,1
1479499708554918278.jpg,274,296,134,145,1
1479499708554918278.jpg,343,356,129,137,1
1479499708554918278.jpg,375,393,129,138,1
1479499708554918278.jpg,402,415,131,137,1
1479499708554918278.jpg,411,428,129,137,1
1479499708554918278.jpg,433,456,124,142,1
1479499708554918278.jpg,434,454,128,179,3
1479499709055028919.jpg,83,105,135,144,1
1479499709055028919.jpg,91,112,135,143,1
1479499709055028919.jpg,144,166,136,142,1
1479499709055028919.jpg,189,208,139,153,1
1479499709055028919.jpg,196,210,138,150,1
1479499709055028919.jpg,209,217,137,148,1
1479499709055028919.jpg,213,227,134,143,1
1479499709055028919.jpg,225,254,119,154,2
1479499709055028919.jpg,260,279,135,148,1
1479499709055028919.jpg,287,311,136,146,1
1479499709055028919.jpg,346,366,129,141,1
1479499709055028919.jpg,397,428,130,141,1
1479499709055028919.jpg,434,448,131,139,1
1479499709055028919.jpg,446,479,125,144,1
1479499709556094012.jpg,68,98,135,147,1
1479499709556094012.jpg,85,106,133,145,1
1479499709556094012.jpg,112,137,132,145,1
1479499709556094012.jpg,184,206,137,155,1
1479499709556094012.jpg,193,209,137,150,1
1479499709556094012.jpg,200,215,134,150,1
1479499709556094012.jpg,220,228,134,142,1
1479499709556094012.jpg,227,257,117,153,2
1479499709556094012.jpg,264,288,132,150,1
1479499709556094012.jpg,309,332,132,143,1
1479499709556094012.jpg,374,390,132,141,1
1479499709556094012.jpg,394,417,127,137,1
1479499709556094012.jpg,435,470,125,142,1
1479499709556094012.jpg,469,479,127,140,1
1479499710554766020.jpg,37,59,133,144,1
1479499710554766020.jpg,61,82,135,143,1
1479499710554766020.jpg,116,139,133,142,1
1479499710554766020.jpg,132,169,134,145,1
1479499710554766020.jpg,168,194,137,159,1
1479499710554766020.jpg,186,202,134,152,1
1479499710554766020.jpg,196,209,132,148,1
1479499710554766020.jpg,217,226,134,142,1
1479499710554766020.jpg,224,264,114,153,2
1479499710554766020.jpg,275,305,132,148,1
1479499710554766020.jpg,338,355,131,137,1
1479499710554766020.jpg,360,382,127,136,1
1479499710554766020.jpg,389,414,129,139,1
1479499710554766020.jpg,418,442,124,136,1
1479499710554766020.jpg,465,479,125,136,1
1479499711055260722.jpg,5,22,135,148,1
1479499711055260722.jpg,46,75,132,146,1
1479499711055260722.jpg,79,106,134,147,1
1479499711055260722.jpg,159,189,135,162,1
1479499711055260722.jpg,177,198,136,158,1
1479499711055260722.jpg,186,207,132,155,1
1479499711055260722.jpg,204,217,136,146,1
1479499711055260722.jpg,219,228,135,144,1
1479499711055260722.jpg,226,273,112,156,2
1479499711055260722.jpg,283,313,132,151,1
1479499711055260722.jpg,318,345,132,143,1
1479499711055260722.jpg,372,403,127,138,1
1479499711055260722.jpg,419,441,127,139,1
1479499711055260722.jpg,444,476,128,141,1
1479499711055260722.jpg,448,461,118,141,3
1479499712055009274.jpg,1,21,136,146,1
1479499712055009274.jpg,21,56,130,147,1
1479499712055009274.jpg,70,118,130,151,1
1479499712055009274.jpg,124,176,136,171,1
1479499712055009274.jpg,158,191,133,160,1
1479499712055009274.jpg,174,203,131,156,1
1479499712055009274.jpg,198,213,133,144,1
1479499712055009274.jpg,216,231,133,143,1
1479499712055009274.jpg,232,291,102,159,2
1479499712055009274.jpg,291,307,129,146,1
1479499712055009274.jpg,303,341,126,151,1
1479499712055009274.jpg,390,428,123,137,1
1479499712055009274.jpg,453,479,122,138,1
1479499712555471646.jpg,8,40,133,148,1
1479499712555471646.jpg,100,165,140,177,1
1479499712555471646.jpg,135,172,131,140,1
1479499712555471646.jpg,148,183,137,164,1
1479499712555471646.jpg,175,199,131,157,1
1479499712555471646.jpg,200,213,134,144,1
1479499712555471646.jpg,219,231,135,144,1
1479499712555471646.jpg,240,304,100,159,2
